update_date,update_type,update_status,region_code,district
2025-03-27,Email,Approved,UP-AGR,Lucknow
2024-05-13,Name,Rejected,MH-MUM,Mysuru
2025-07-08,Email,Approved,MH-NSK,Mumbai
2025-02-21,Mobile,Approved,KA-MYS,Chennai
2025-08-15,Photo,Rejected,DL-NDL,Bengaluru
2025-09-14,Photo,Approved,KA-MYS,Bengaluru
2025-08-27,Photo,Approved,UP-LKO,Pune
2026-01-06,Name,Pending,KA-MYS,Pune
2025-01-28,Mobile,Pending,KA-BLR,Nashik
2026-03-18,Email,Pending,UP-LKO,Pune
2024-09-02,Mobile,Pending,MH-PUN,Nashik
2025-06-13,Biometric,Approved,MH-NSK,Lucknow
2024-05-31,Mobile,Approved,UP-AGR,Mysuru
2025-08-08,Address,Pending,TN-CBE,Lucknow
2025-06-07,Mobile,Approved,KA-BLR,Mysuru
2024-11-05,Address,Approved,KA-MYS,Agra
2025-10-29,Biometric,Approved,MH-MUM,Nashik
2025-02-24,Photo,Approved,MH-MUM,Lucknow
2026-03-27,Email,Approved,MH-PUN,Agra
2025-06-05,Email,Approved,UP-LKO,Pune
2024-05-03,Email,Approved,UP-AGR,Nashik
2025-05-10,Biometric,Pending,TN-CHN,New Delhi
2026-01-09,Mobile,Approved,MH-NSK,Chennai
2024-08-18,Photo,Pending,MH-NSK,Mysuru
2025-02-03,Name,Approved,TN-CHN,Pune
2025-03-30,Photo,Pending,KA-MYS,Lucknow
2025-09-09,DOB,Approved,TN-CBE,Chennai
2024-08-06,Photo,Approved,KA-BLR,Chennai
2024-10-12,Photo,Pending,KA-BLR,Coimbatore
2025-09-26,Photo,Approved,MH-MUM,Mumbai
2024-05-03,Mobile,Approved,KA-BLR,Pune
2025-12-18,Biometric,Approved,MH-MUM,New Delhi
2025-08-05,DOB,Approved,KA-BLR,Coimbatore
2025-11-07,Biometric,Rejected,KA-MYS,Agra
2026-02-06,DOB,Pending,TN-CHN,Bengaluru
2026-03-16,Email,Approved,MH-MUM,Bengaluru
2025-02-28,Mobile,Rejected,KA-BLR,Lucknow
2025-01-17,Biometric,Pending,KA-MYS,Nashik
2024-10-04,Biometric,Approved,MH-PUN,Nashik
2025-07-24,Address,Approved,DL-NDL,Agra
2024-10-11,DOB,Approved,MH-PUN,Bengaluru
2024-12-25,Address,Approved,MH-NSK,Bengaluru
2026-01-08,Photo,Approved,UP-AGR,Chennai
2026-04-11,Biometric,Approved,MH-NSK,New Delhi
2024-08-29,Photo,Approved,MH-NSK,Agra
2024-10-24,Name,Approved,KA-MYS,Agra
2024-06-02,DOB,Pending,DL-NDL,Pune
2025-03-11,Email,Approved,MH-MUM,Bengaluru
2026-04-17,Mobile,Approved,KA-BLR,Agra
2024-06-14,DOB,Approved,MH-NSK,Chennai
2025-12-09,Mobile,Approved,KA-BLR,Pune
2025-10-24,Biometric,Pending,MH-MUM,Coimbatore
2025-11-20,Email,Approved,MH-MUM,Coimbatore
2024-07-27,Name,Pending,KA-MYS,Mysuru
2026-03-24,Photo,Approved,DL-NDL,Mysuru
2024-08-08,Address,Approved,MH-NSK,Pune
2025-10-29,Email,Approved,KA-MYS,Mumbai
2025-07-20,Name,Pending,TN-CHN,Pune
2026-01-09,DOB,Rejected,TN-CBE,Mumbai
2024-05-25,Name,Pending,TN-CHN,New Delhi
2025-08-10,DOB,Pending,DL-NDL,Agra
2024-09-05,DOB,Approved,TN-CHN,Bengaluru
2025-05-15,Address,Approved,MH-PUN,Nashik
2025-08-17,Name,Approved,TN-CBE,Mumbai
2025-07-15,Biometric,Approved,MH-NSK,Lucknow
2025-02-27,Photo,Rejected,TN-CBE,Bengaluru
2024-09-19,DOB,Approved,UP-LKO,Mumbai
2026-02-03,Address,Approved,TN-CHN,Nashik
2025-08-16,Biometric,Approved,TN-CBE,Pune
2025-11-01,Mobile,Rejected,MH-NSK,Lucknow
2025-03-02,Name,Approved,TN-CBE,Pune
2024-06-13,DOB,Approved,MH-PUN,Pune
2024-12-25,Address,Rejected,MH-MUM,Pune
2024-11-07,Email,Rejected,MH-MUM,Mumbai
2024-05-30,Email,Approved,KA-BLR,Nashik
2024-08-09,Email,Pending,UP-AGR,Chennai
2024-08-23,Photo,Rejected,MH-NSK,Chennai
2025-10-05,Address,Approved,MH-MUM,Lucknow
2024-05-16,Photo,Approved,MH-MUM,New Delhi
2025-02-27,DOB,Approved,MH-NSK,New Delhi
2025-08-16,Biometric,Pending,KA-MYS,Chennai
2024-05-11,Name,Approved,UP-AGR,Mysuru
2025-06-30,Address,Rejected,UP-LKO,Nashik
2025-09-22,Name,Approved,KA-MYS,Coimbatore
2025-02-06,Biometric,Approved,KA-MYS,Mysuru
2025-09-11,Address,Approved,UP-LKO,New Delhi
2025-03-13,Email,Approved,UP-AGR,Bengaluru
2026-01-25,Photo,Rejected,MH-NSK,Chennai
2024-09-22,Photo,Rejected,TN-CBE,Bengaluru
2025-08-13,Photo,Pending,UP-LKO,Nashik
2024-12-28,DOB,Approved,MH-PUN,Mysuru
2025-02-24,Email,Approved,MH-MUM,Bengaluru
2025-05-29,Photo,Rejected,MH-NSK,Nashik
2024-08-19,Biometric,Approved,KA-BLR,Lucknow
2025-05-22,Mobile,Pending,UP-LKO,Lucknow
2024-11-12,Address,Approved,UP-AGR,Agra
2025-03-29,Biometric,Pending,DL-NDL,Coimbatore
2025-10-28,Photo,Approved,KA-BLR,Coimbatore
2026-01-04,Name,Rejected,UP-LKO,Lucknow
2024-11-25,Mobile,Approved,MH-PUN,Coimbatore
2026-02-10,Address,Pending,MH-MUM,Coimbatore
2024-06-01,Name,Approved,MH-PUN,Lucknow
2024-07-14,DOB,Approved,TN-CHN,Agra
2024-09-09,Address,Rejected,DL-NDL,Bengaluru
2024-10-06,Biometric,Approved,MH-PUN,New Delhi
2024-11-20,Address,Approved,UP-LKO,Nashik
2024-09-02,DOB,Rejected,TN-CHN,Mysuru
2024-04-21,Biometric,Approved,TN-CBE,Mumbai
2025-12-27,Biometric,Approved,TN-CBE,Bengaluru
2025-02-06,Mobile,Approved,UP-LKO,Pune
2025-05-08,Email,Rejected,DL-NDL,Chennai
2024-05-28,DOB,Approved,DL-NDL,Mumbai
2025-05-30,Mobile,Approved,TN-CBE,Coimbatore
2024-07-28,Name,Approved,MH-MUM,Chennai
2025-03-26,Name,Approved,MH-MUM,Mysuru
2024-05-29,Name,Approved,TN-CHN,Lucknow
2025-08-02,Biometric,Approved,KA-BLR,Mysuru
2026-02-25,Name,Approved,DL-NDL,Bengaluru
2024-09-29,Email,Approved,MH-PUN,Mumbai
2025-10-27,Photo,Approved,MH-MUM,Nashik
2025-06-10,Biometric,Approved,DL-NDL,Coimbatore
2025-06-09,Address,Pending,KA-MYS,Agra
2024-10-20,Mobile,Rejected,TN-CBE,Mysuru
2026-03-29,DOB,Pending,UP-LKO,Mumbai
2025-05-28,DOB,Pending,MH-MUM,Mysuru
2024-05-03,Email,Approved,UP-AGR,New Delhi
2024-11-01,Mobile,Rejected,KA-MYS,Pune
2025-04-09,Biometric,Rejected,TN-CHN,Coimbatore
2025-07-03,Email,Approved,MH-MUM,Chennai
2024-12-08,Name,Rejected,TN-CHN,New Delhi
2025-11-26,Name,Approved,UP-LKO,Lucknow
2024-11-28,Name,Approved,KA-BLR,Chennai
2024-09-25,Biometric,Pending,MH-PUN,Pune
2025-03-03,DOB,Pending,TN-CBE,Agra
2025-06-12,Photo,Rejected,KA-BLR,Agra
2024-05-02,DOB,Rejected,KA-BLR,New Delhi
2024-05-04,Email,Approved,MH-PUN,Lucknow
2025-12-18,Mobile,Approved,KA-MYS,Lucknow
2025-03-31,Email,Rejected,UP-LKO,Pune
2026-01-09,DOB,Pending,MH-NSK,Coimbatore
2026-02-28,Name,Rejected,KA-MYS,New Delhi
2025-10-20,Photo,Rejected,MH-PUN,Coimbatore
2025-08-08,Mobile,Approved,TN-CBE,Nashik
2025-05-09,Mobile,Pending,DL-NDL,Mysuru
2025-10-06,Mobile,Pending,MH-PUN,Mumbai
2024-09-17,Email,Approved,TN-CHN,Nashik
2024-05-27,Photo,Approved,UP-LKO,Mysuru
2024-08-07,Name,Approved,MH-MUM,Pune
2025-09-03,Photo,Pending,DL-NDL,Mysuru
2024-09-23,DOB,Approved,DL-NDL,Pune
2025-12-29,Email,Approved,UP-AGR,Lucknow
2026-02-06,Photo,Pending,MH-PUN,Nashik
2025-07-21,Biometric,Approved,UP-LKO,Mumbai
2025-08-16,Address,Pending,MH-PUN,Mysuru
2026-02-21,Mobile,Approved,MH-NSK,Bengaluru
2024-06-27,Photo,Approved,KA-BLR,Lucknow
2025-09-25,Biometric,Rejected,TN-CBE,Nashik
2024-12-12,Photo,Approved,KA-BLR,Agra
2024-04-19,Mobile,Approved,MH-MUM,Mumbai
2026-02-13,Photo,Approved,UP-LKO,Mumbai
2025-10-08,DOB,Approved,UP-LKO,Bengaluru
2025-03-14,Name,Approved,KA-MYS,Mysuru
2026-01-04,Name,Rejected,KA-MYS,Nashik
2026-01-25,Photo,Pending,KA-MYS,Mumbai
2025-12-10,Biometric,Pending,UP-LKO,Pune
2025-01-08,Photo,Approved,TN-CBE,Mumbai
2025-06-09,Email,Rejected,TN-CHN,Coimbatore
2025-02-27,Photo,Rejected,TN-CHN,New Delhi
2026-02-24,Photo,Approved,KA-BLR,Mumbai
2026-03-10,Mobile,Approved,KA-BLR,Coimbatore
2025-01-19,Biometric,Approved,TN-CHN,Coimbatore
2025-11-11,Mobile,Pending,MH-MUM,Bengaluru
2024-11-20,Email,Approved,MH-PUN,Mumbai
2025-08-28,Photo,Pending,MH-MUM,New Delhi
2025-07-15,DOB,Approved,KA-BLR,Bengaluru
2024-11-08,DOB,Approved,UP-AGR,Mysuru
2025-01-23,Mobile,Pending,MH-PUN,New Delhi
2026-03-01,Address,Rejected,TN-CBE,Nashik
2024-12-02,Address,Rejected,TN-CHN,Agra
2024-08-27,Email,Approved,UP-LKO,Bengaluru
2025-02-02,Email,Approved,KA-BLR,Nashik
2024-07-26,Email,Rejected,TN-CBE,Mumbai
2025-07-05,Biometric,Approved,UP-AGR,Agra
2024-10-17,Name,Approved,UP-LKO,New Delhi
2025-12-11,Address,Approved,MH-NSK,Mysuru
2025-12-07,Email,Approved,DL-NDL,Chennai
2025-04-01,Name,Pending,TN-CBE,Mysuru
2024-05-25,Name,Approved,DL-NDL,Nashik
2025-01-02,Mobile,Rejected,KA-MYS,Mysuru
2024-06-20,Mobile,Approved,MH-MUM,Mumbai
2025-03-05,Mobile,Rejected,DL-NDL,Lucknow
2025-11-29,DOB,Pending,KA-MYS,Pune
2026-01-19,Address,Rejected,MH-NSK,New Delhi
2025-05-26,Address,Approved,DL-NDL,Chennai
2025-07-15,DOB,Rejected,KA-MYS,Bengaluru
2025-06-24,Mobile,Rejected,DL-NDL,New Delhi
2026-01-05,Biometric,Approved,UP-LKO,Lucknow
2025-01-13,Photo,Approved,TN-CBE,Chennai
2024-12-25,Photo,Pending,TN-CHN,Lucknow
2025-05-10,Email,Pending,TN-CHN,New Delhi
2024-11-12,Biometric,Approved,MH-MUM,Coimbatore
2026-03-12,DOB,Rejected,KA-MYS,Mumbai
2025-04-13,Address,Rejected,TN-CBE,Pune
2024-10-07,Name,Pending,DL-NDL,Coimbatore
2026-03-13,Mobile,Pending,KA-BLR,New Delhi
2024-10-12,Photo,Rejected,KA-MYS,Nashik
2025-01-29,Address,Approved,TN-CHN,Nashik
2025-09-30,Name,Approved,TN-CBE,Agra
2025-06-26,Name,Rejected,TN-CHN,Agra
2024-09-25,Photo,Approved,TN-CHN,Bengaluru
2024-12-05,Name,Approved,KA-BLR,Chennai
2025-12-23,Mobile,Approved,DL-NDL,Mumbai
2024-06-17,Name,Approved,KA-MYS,Chennai
2026-03-19,Name,Approved,MH-PUN,Agra
2026-01-03,Address,Rejected,UP-LKO,Pune
2025-04-24,Biometric,Pending,KA-MYS,New Delhi
2025-10-27,Biometric,Approved,MH-MUM,Lucknow
2025-03-07,Name,Pending,UP-AGR,New Delhi
2025-05-19,Name,Pending,TN-CHN,New Delhi
2024-06-24,Email,Approved,DL-NDL,Mysuru
2024-12-15,Address,Rejected,MH-PUN,Chennai
2024-11-20,Biometric,Approved,UP-LKO,Mysuru
2025-02-17,Name,Approved,MH-PUN,Mumbai
2024-12-28,Email,Rejected,UP-LKO,Nashik
2026-02-20,Biometric,Approved,MH-MUM,Mysuru
2025-09-11,Address,Approved,DL-NDL,Nashik
2025-09-06,Name,Pending,UP-AGR,Mysuru
2025-08-31,Mobile,Approved,MH-NSK,Nashik
2026-03-15,Photo,Rejected,MH-NSK,Bengaluru
2025-04-03,Address,Approved,MH-PUN,Pune
2025-03-15,Mobile,Pending,MH-PUN,Nashik
2025-03-05,Mobile,Approved,TN-CBE,New Delhi
2025-07-16,Address,Approved,MH-NSK,Pune
2024-04-22,Address,Approved,MH-PUN,Mumbai
2024-05-01,DOB,Approved,TN-CBE,Mysuru
2025-03-17,Name,Rejected,MH-NSK,Agra
2025-01-17,DOB,Approved,TN-CBE,Pune
2026-02-26,Name,Approved,MH-MUM,Lucknow
2025-12-27,Biometric,Approved,MH-MUM,Coimbatore
2024-07-28,DOB,Pending,KA-MYS,Bengaluru
2024-07-10,Name,Rejected,KA-MYS,Pune
2024-08-27,Photo,Approved,MH-PUN,New Delhi
2024-12-10,Biometric,Pending,KA-BLR,Mumbai
2025-09-23,Name,Approved,DL-NDL,New Delhi
2024-05-26,Name,Approved,MH-MUM,New Delhi
2026-02-12,Biometric,Pending,KA-BLR,Mumbai
2026-04-13,Email,Approved,KA-MYS,Nashik
2025-02-21,DOB,Rejected,KA-BLR,Bengaluru
2024-12-28,Email,Approved,DL-NDL,Lucknow
2025-08-12,Address,Approved,DL-NDL,Agra
2024-07-20,Email,Pending,UP-LKO,Lucknow
2024-09-22,Photo,Approved,KA-MYS,Coimbatore
2025-09-01,Name,Approved,TN-CBE,New Delhi
2025-11-29,Photo,Rejected,MH-NSK,New Delhi
2026-02-15,Address,Pending,UP-LKO,Mumbai
2024-05-23,Email,Rejected,KA-MYS,Mysuru
2025-06-19,Biometric,Pending,UP-AGR,Agra
2026-04-08,Biometric,Approved,TN-CHN,Coimbatore
2025-04-14,Name,Approved,KA-MYS,Lucknow
2025-11-19,Name,Rejected,KA-MYS,Mysuru
2024-09-16,Biometric,Pending,UP-LKO,Mysuru
2025-09-12,Email,Approved,KA-MYS,Agra
2025-08-31,DOB,Approved,UP-LKO,Nashik
2025-08-24,Photo,Pending,TN-CBE,Mysuru
2025-04-12,Email,Approved,DL-NDL,Agra
2025-01-16,Biometric,Pending,KA-BLR,Agra
2025-08-27,DOB,Rejected,MH-MUM,Agra
2024-12-24,Address,Approved,TN-CBE,Chennai
2025-03-08,Email,Approved,KA-BLR,Lucknow
2025-06-11,Address,Approved,KA-MYS,Coimbatore
2025-05-15,Name,Approved,MH-PUN,Bengaluru
2025-12-01,Email,Pending,TN-CHN,Pune
2025-01-28,Email,Approved,MH-NSK,Mysuru
2024-12-10,Email,Rejected,TN-CBE,Nashik
2026-01-19,Email,Rejected,MH-PUN,Chennai
2025-10-19,Address,Approved,MH-PUN,Lucknow
2024-09-25,Photo,Approved,KA-MYS,Agra
2025-02-17,Photo,Approved,KA-MYS,Nashik
2026-01-13,Address,Approved,MH-MUM,Mumbai
2025-02-03,Mobile,Approved,MH-MUM,Mumbai
2025-06-11,Mobile,Approved,MH-MUM,Pune
2025-02-19,Address,Approved,MH-MUM,Coimbatore
2024-05-20,Email,Rejected,TN-CHN,Pune
2025-06-04,Photo,Approved,KA-BLR,Bengaluru
2026-03-05,Biometric,Rejected,TN-CBE,Mysuru
2024-06-23,Mobile,Approved,MH-NSK,Mumbai
2024-06-24,Mobile,Approved,DL-NDL,New Delhi
2024-09-10,Address,Pending,TN-CBE,Agra
2025-04-03,DOB,Approved,UP-AGR,Lucknow
2026-04-08,Biometric,Approved,DL-NDL,Mumbai
2025-02-11,Address,Approved,MH-NSK,Coimbatore
2024-09-05,Mobile,Pending,DL-NDL,Pune
2025-06-10,DOB,Approved,TN-CHN,Pune
2025-07-03,Mobile,Rejected,UP-LKO,Pune
2025-11-30,Name,Approved,MH-MUM,Nashik
2025-02-20,Address,Pending,MH-NSK,New Delhi
2026-02-26,Biometric,Pending,MH-MUM,Bengaluru
2026-01-01,Biometric,Pending,TN-CHN,Bengaluru
2024-10-31,Photo,Pending,MH-MUM,Mysuru
2025-07-21,Address,Pending,MH-NSK,Bengaluru
2025-02-18,DOB,Rejected,UP-AGR,Agra
2025-05-15,Email,Approved,KA-MYS,Coimbatore
2026-02-19,Email,Approved,MH-PUN,Coimbatore
2025-05-26,Biometric,Approved,DL-NDL,Mumbai
2024-08-18,Mobile,Pending,KA-MYS,Chennai
2026-03-31,Email,Approved,KA-BLR,New Delhi
2025-10-16,Biometric,Approved,MH-MUM,Bengaluru
2024-10-30,Biometric,Pending,KA-BLR,Lucknow
2025-12-16,Biometric,Approved,TN-CHN,Chennai
2025-05-23,DOB,Approved,UP-LKO,Mumbai
2024-08-01,Email,Approved,MH-PUN,Pune
2026-04-16,Photo,Approved,TN-CHN,Mumbai
2024-11-05,Name,Approved,TN-CBE,Agra
2024-09-12,Email,Approved,TN-CHN,Nashik
2026-01-07,Address,Approved,MH-NSK,Pune
2025-05-05,Name,Rejected,MH-MUM,Nashik
2024-10-10,Mobile,Rejected,MH-PUN,Chennai
2026-04-06,Photo,Pending,MH-MUM,Lucknow
2025-02-21,Mobile,Pending,TN-CHN,Mysuru
2026-04-01,DOB,Pending,KA-BLR,Mysuru
2025-05-20,Mobile,Rejected,MH-MUM,Bengaluru
2024-10-06,Email,Rejected,UP-AGR,Lucknow
2025-12-12,Address,Approved,UP-AGR,Nashik
2025-12-02,DOB,Pending,MH-MUM,Mumbai
2024-06-30,Photo,Approved,MH-MUM,Mumbai
2025-08-13,Photo,Rejected,KA-MYS,Mysuru
2025-02-22,Name,Approved,KA-BLR,Coimbatore
2025-04-23,Mobile,Pending,MH-PUN,Bengaluru
2026-01-27,Photo,Rejected,MH-MUM,Coimbatore
2026-03-11,Email,Pending,TN-CHN,Nashik
2024-06-27,Email,Pending,KA-BLR,Nashik
2025-12-14,Mobile,Approved,UP-AGR,Pune
2025-05-07,Email,Rejected,UP-LKO,Nashik
2025-06-08,Photo,Pending,MH-NSK,New Delhi
2025-03-20,Email,Pending,MH-NSK,Nashik
2024-12-17,Photo,Approved,DL-NDL,Lucknow
2025-08-23,Mobile,Approved,KA-MYS,Lucknow
2025-07-12,Email,Approved,DL-NDL,Mumbai
2025-12-13,Email,Approved,KA-BLR,Agra
2026-02-28,Photo,Approved,MH-MUM,Chennai
2024-05-03,Photo,Rejected,DL-NDL,Pune
2025-10-06,Email,Approved,KA-BLR,Bengaluru
2026-03-22,Photo,Approved,MH-MUM,Chennai
2025-09-25,DOB,Rejected,DL-NDL,Nashik
2024-08-25,DOB,Approved,MH-PUN,Agra
2025-04-20,Biometric,Pending,KA-BLR,Coimbatore
2025-06-06,Biometric,Rejected,DL-NDL,Mysuru
2024-06-21,Address,Pending,UP-LKO,Agra
2025-09-06,Biometric,Rejected,KA-BLR,Coimbatore
2025-10-15,Mobile,Approved,KA-BLR,Bengaluru
2025-10-10,Address,Pending,MH-PUN,Mysuru
2025-12-16,Photo,Pending,TN-CBE,Bengaluru
2024-06-14,Biometric,Rejected,TN-CBE,Coimbatore
2025-06-19,Photo,Approved,DL-NDL,Lucknow
2024-12-20,Mobile,Pending,UP-LKO,Chennai
2024-09-20,Name,Rejected,MH-PUN,Lucknow
2024-06-11,Address,Rejected,UP-AGR,Mumbai
2025-11-26,Email,Approved,DL-NDL,Coimbatore
2025-11-18,Biometric,Pending,UP-LKO,Pune
2025-07-08,Email,Approved,KA-MYS,Bengaluru
2024-10-27,Biometric,Rejected,MH-MUM,Pune
2025-07-01,Mobile,Rejected,KA-MYS,Mumbai
2025-07-19,Mobile,Approved,KA-BLR,Pune
2025-09-04,Address,Approved,DL-NDL,Bengaluru
2024-12-16,Photo,Pending,UP-AGR,Chennai
2025-03-20,Address,Approved,KA-MYS,New Delhi
2024-05-23,Address,Pending,MH-PUN,Lucknow
2025-06-04,Name,Pending,DL-NDL,Mysuru
2026-04-05,Name,Approved,MH-PUN,Mumbai
2025-08-20,Mobile,Pending,MH-NSK,Chennai
2025-12-21,Email,Rejected,KA-BLR,Mumbai
2024-10-02,Address,Pending,MH-PUN,Lucknow
2024-08-25,Biometric,Pending,TN-CBE,Lucknow
2024-12-23,Photo,Pending,KA-MYS,Mumbai
2025-06-08,Email,Rejected,UP-AGR,Mysuru
2025-02-05,Photo,Approved,MH-PUN,New Delhi
2026-02-02,DOB,Approved,MH-PUN,New Delhi
2025-06-30,Name,Pending,UP-LKO,Mysuru
2024-10-02,DOB,Approved,KA-MYS,Mysuru
2025-03-27,Email,Approved,MH-NSK,Agra
2024-09-05,Name,Pending,TN-CHN,Mysuru
2024-10-29,Name,Approved,UP-AGR,Nashik
2025-10-23,Email,Approved,TN-CBE,Nashik
2025-05-12,Mobile,Rejected,MH-MUM,Nashik
2024-07-17,Address,Approved,TN-CBE,New Delhi
2025-11-24,Address,Approved,MH-NSK,Chennai
2024-11-17,DOB,Pending,KA-MYS,Nashik
2025-07-02,Name,Pending,KA-MYS,Bengaluru
2026-01-07,DOB,Approved,DL-NDL,Chennai
2024-07-12,Mobile,Pending,DL-NDL,Lucknow
2025-12-18,Biometric,Rejected,TN-CBE,Bengaluru
2024-12-25,Photo,Pending,KA-BLR,Pune
2025-08-28,Mobile,Approved,KA-MYS,Mysuru
2025-07-19,Email,Rejected,TN-CHN,Nashik
2025-02-05,Biometric,Approved,DL-NDL,Coimbatore
2025-02-22,Address,Pending,KA-MYS,Mumbai
2024-05-22,Photo,Rejected,KA-BLR,New Delhi
2025-06-26,Name,Approved,KA-MYS,Mysuru
2024-11-06,DOB,Approved,MH-MUM,Chennai
2026-01-22,Name,Approved,UP-AGR,Pune
2025-10-07,Name,Approved,TN-CBE,Mysuru
2024-12-31,Name,Pending,KA-MYS,Chennai
2025-03-18,Biometric,Approved,MH-MUM,Chennai
2026-01-16,Name,Approved,TN-CHN,Mysuru
2024-11-28,Biometric,Approved,TN-CHN,Bengaluru
2025-09-30,Biometric,Approved,KA-MYS,Pune
2026-01-15,Mobile,Approved,TN-CHN,Pune
2025-05-11,Biometric,Approved,MH-NSK,Pune
2024-06-09,Mobile,Pending,UP-LKO,Lucknow
2024-10-30,Biometric,Pending,MH-NSK,Mysuru
2024-08-25,Email,Rejected,DL-NDL,Nashik
2025-05-23,Biometric,Rejected,MH-NSK,Nashik
2024-12-16,Photo,Approved,KA-MYS,Bengaluru
2024-07-23,Name,Pending,MH-NSK,Mysuru
2025-12-10,Biometric,Approved,TN-CBE,Pune
2025-03-22,Name,Pending,UP-AGR,Agra
2025-09-18,DOB,Approved,KA-BLR,Chennai
2025-05-07,Address,Pending,MH-MUM,Nashik
2025-12-24,Biometric,Approved,MH-NSK,Nashik
2024-10-06,Biometric,Pending,MH-PUN,Bengaluru
2025-12-05,Email,Rejected,TN-CBE,Nashik
2024-08-29,Email,Approved,MH-NSK,Lucknow
2025-06-11,Mobile,Pending,UP-AGR,Pune
2024-08-28,Email,Approved,TN-CHN,Nashik
2025-05-09,Name,Approved,UP-LKO,Coimbatore
2024-11-17,Name,Approved,MH-NSK,Mysuru
2024-10-19,Biometric,Approved,MH-NSK,Nashik
2026-02-06,Mobile,Approved,MH-PUN,Agra
2024-10-22,Name,Approved,MH-MUM,Mysuru
2025-12-07,Mobile,Approved,TN-CHN,Chennai
2025-12-26,DOB,Rejected,UP-AGR,Coimbatore
2024-12-08,Address,Approved,MH-MUM,Mysuru
2024-06-06,DOB,Approved,UP-LKO,Agra
2026-04-19,Email,Approved,TN-CBE,Nashik
2024-09-04,Address,Approved,MH-PUN,Mysuru
2025-05-17,Photo,Approved,MH-MUM,New Delhi
2025-12-05,Address,Approved,MH-NSK,Agra
2025-04-12,Email,Rejected,UP-LKO,Coimbatore
2026-02-12,Biometric,Pending,KA-BLR,Chennai
2025-11-09,DOB,Rejected,KA-BLR,Chennai
2024-06-11,Photo,Approved,KA-MYS,Bengaluru
2024-12-04,Mobile,Rejected,UP-AGR,Nashik
2025-09-02,Address,Pending,TN-CBE,New Delhi
2025-11-17,Address,Approved,DL-NDL,Bengaluru
2024-06-02,Photo,Rejected,MH-NSK,Mumbai
2024-08-03,Biometric,Approved,MH-NSK,Pune
2024-07-21,Email,Approved,DL-NDL,Pune
2024-09-25,Address,Pending,UP-AGR,New Delhi
2025-07-12,Address,Approved,KA-MYS,Lucknow
2025-09-12,Address,Approved,UP-LKO,Pune
2024-09-20,DOB,Approved,UP-AGR,Mumbai
2025-11-22,Name,Pending,TN-CHN,Agra
2026-03-09,Name,Approved,MH-NSK,Nashik
2026-01-01,Address,Rejected,MH-NSK,Mumbai
2025-01-30,Mobile,Approved,MH-NSK,Mysuru
2025-01-17,Name,Approved,UP-AGR,Nashik
2025-09-09,Name,Pending,MH-NSK,Coimbatore
2025-02-20,Photo,Approved,TN-CBE,Mumbai
2024-06-30,Photo,Pending,KA-MYS,New Delhi
2024-08-26,DOB,Approved,MH-PUN,Pune
2025-12-04,Address,Rejected,MH-MUM,Pune
2025-02-13,Biometric,Approved,DL-NDL,Coimbatore
2025-12-26,Address,Pending,UP-LKO,Mysuru
2026-01-08,Email,Approved,DL-NDL,Chennai
2024-08-01,Biometric,Rejected,MH-PUN,Agra
2026-01-14,Address,Pending,MH-MUM,New Delhi
2025-11-09,Address,Rejected,KA-BLR,Mumbai
2025-08-05,Mobile,Rejected,DL-NDL,Bengaluru
2025-10-26,Biometric,Pending,MH-PUN,Mumbai
2025-06-04,Email,Pending,UP-AGR,Bengaluru
2026-02-23,Name,Approved,KA-BLR,Chennai
2025-10-01,Mobile,Rejected,UP-AGR,Chennai
2024-12-25,Mobile,Approved,UP-LKO,Chennai
2025-12-20,Biometric,Approved,TN-CBE,Pune
2024-12-04,Email,Approved,MH-PUN,Nashik
2024-06-11,Photo,Approved,KA-BLR,Chennai
2025-07-24,Biometric,Approved,DL-NDL,Mumbai
2026-03-11,DOB,Approved,MH-MUM,Mumbai
2024-05-28,Email,Rejected,UP-AGR,Chennai
2025-12-28,Mobile,Approved,KA-MYS,Mysuru
